node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,leaf
tupi1275,mawe1252,awet1245,tupi1276,sout3271,tupi1287,,,,,,,,,,,,,,,,,,tupi1273
atla1278,volt1241,nort3149,gura1261,tief1243,,,,,,,,,,,,,,,,,,,tief1244
aust1305,bahn1264,west2399,sout2690,mnon1258,,,,,,,,,,,,,,,,,,,chra1242
sino1245,bodi1256,bodi1257,oldm1245,tibe1276,late1253,sout3217,dzon1238,,,,,,,,,,,,,,,,choc1275
atla1278,volt1241,,,,,,,,,,,,,,,,,,,,,,egaa1242
afro1255,chad1250,bium1280,nort3156,marg1267,bura1296,bium1270,,,,,,,,,,,,,,,,,marg1265
aust1307,mala1545,east2712,ocea1241,nort3195,nort3205,maew1234,,,,,,,,,,,,,,,,,cent2058
,,,,,,,,,,,,,,,,,,,,,,,sali1253
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,,,,,,,,,,,,,,,,tang1348
leng1261,leng1262,,,,,,,,,,,,,,,,,,,,,,sout2989
nakh1245,dagh1238,lezg1248,nucl1321,sout2753,,,,,,,,,,,,,,,,,,,budu1248
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,west2871,cent2316,,,,,,,,,,,,,,,litz1237
araw1281,,,,,,,,,,,,,,,,,,,,,,,pali1279
aust1307,mala1545,grea1284,mano1276,cent2255,east2778,west2829,west2554,,,,,,,,,,,,,,,,west2555
aust1307,mala1545,east2712,ocea1241,temo1244,reef1242,natu1250,,,,,,,,,,,,,,,,,natu1246
indo1319,clas1257,ital1284,lati1262,lati1263,impe1234,roma1334,sout3158,sard1256,cors1242,,,,,,,,,,,,,,cors1241
taik1256,kamt1241,daic1238,daic1237,nort3326,nort3180,nort3189,unun9894,,,,,,,,,,,,,,,,eeee1240
nduu1242,nucl1642,sawo1235,sawo1234,,,,,,,,,,,,,,,,,,,,iatm1242
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,inne1246,vieu1234,mong1351,lomo1242,,,,,,,,,,,,mong1338
pano1259,taca1255,taka1267,taka1268,,,,,,,,,,,,,,,,,,,,reye1240
sino1245,gema1234,,,,,,,,,,,,,,,,,,,,,,miju1243
afro1255,cush1243,east2699,lowl1267,sout3055,main1283,omot1245,east2653,,,,,,,,,,,,,,,,rend1243
dogo1299,west2779,pena1272,,,,,,,,,,,,,,,,,,,,,pena1270
guai1249,guai1250,qomm1235,,,,,,,,,,,,,,,,,,,,,moco1246
kore1284,,,,,,,,,,,,,,,,,,,,,,,jeju1234
maba1274,maba1275,rung1257,,,,,,,,,,,,,,,,,,,,,rung1258
aust1307,tsou1250,,,,,,,,,,,,,,,,,,,,,,tsou1248
atla1278,volt1241,benu1247,bant1294,sout3152,tivo1239,,,,,,,,,,,,,,,,,,esim1238
sino1245,kuki1245,tang1335,mari1415,,,,,,,,,,,,,,,,,,,,mari1416
paho1240,,,,,,,,,,,,,,,,,,,,,,,idii1243
xinc1237,,,,,,,,,,,,,,,,,,,,,,,xinc1246
,,,,,,,,,,,,,,,,,,,,,,,natc1249
aust1307,mala1545,mala1536,nort3170,mala1538,nucl1806,nort3388,keri1253,mina1280,,,,,,,,,,,,,,,nege1240
cent2225,memb1239,uncl1501,,,,,,,,,,,,,,,,,,,,,birr1240
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,nucl1744,nort2848,aret1241,,,,,,,,,,,,,,,mais1250
aust1307,mala1545,grea1284,pala1354,nort3185,,,,,,,,,,,,,,,,,,,tagb1258
atla1278,volt1241,kwav1236,kato1245,avat1243,,,,,,,,,,,,,,,,,,,avat1244
atla1278,volt1241,nort3149,came1255,uban1244,zand1246,bara1360,,,,,,,,,,,,,,,,,bara1361
aust1307,mala1545,east2712,ocea1241,micr1243,kosr1239,,,,,,,,,,,,,,,,,,kosr1238
lowe1437,ramu1234,lowe1439,wagg1235,bosn1247,,,,,,,,,,,,,,,,,,,awar1249
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,peri1258,cent2070,sina1272,hula1245,,,,,,,,,,,,,,hula1239
sino1245,burm1265,lolo1265,lolo1267,nili1235,sout3212,sani1266,sani1267,,,,,,,,,,,,,,,,sani1269
eski1264,eski1265,inui1246,gree1280,,,,,,,,,,,,,,,,,,,,kala1399
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,nger1240,east2772,kali1298,,,,,,,,,,,,,,kove1237
nucl1709,fini1244,huon1246,west2795,rawl1234,naba1257,,,,,,,,,,,,,,,,,,naba1256
atla1278,volt1241,nort3149,came1255,mbum1257,cent2020,kara1477,kare1351,,,,,,,,,,,,,,,,kare1338
guah1252,nucl1828,,,,,,,,,,,,,,,,,,,,,,maca1259
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,nucl1744,nort2848,bwai1241,iama1238,,,,,,,,,,,,,,iama1237
aust1305,khas1273,pala1352,east2331,angk1246,,,,,,,,,,,,,,,,,,,uuuu1243
nakh1245,dagh1238,avar1255,tsez1239,west2429,,,,,,,,,,,,,,,,,,,khva1239
aust1307,mala1545,nort2829,toba1265,nort2831,,,,,,,,,,,,,,,,,,,bata1293
aust1307,mala1545,east2712,sout3229,cend1238,yape1249,cent2277,ansu1238,,,,,,,,,,,,,,,,wand1267
gong1255,omet1238,nort3161,cent2046,dawr1235,,,,,,,,,,,,,,,,,,,dawr1236
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,tung1294,,,,,,,,,,,,,,,,nali1244
chib1249,core1252,isth1243,east2569,kuna1280,,,,,,,,,,,,,,,,,,,sanb1242
ural1272,finn1317,coas1319,neva1234,nort3282,lado1234,kare1335,sout2676,,,,,,,,,,,,,,,,tver1240
siou1252,core1249,miss1254,dheg1241,,,,,,,,,,,,,,,,,,,,quap1242
algi1248,algo1256,,,,,,,,,,,,,,,,,,,,,,siks1238
atha1245,atha1246,atha1247,nort3354,hare1243,slav1253,,,,,,,,,,,,,,,,,,sout2959
suki1244,gogo1264,,,,,,,,,,,,,,,,,,,,,,gogo1265
otom1299,west2783,otop1241,otop1242,otom1297,otom1300,nort3201,,,,,,,,,,,,,,,,,mezq1235
worr1236,west2435,,,,,,,,,,,,,,,,,,,,,,worr1237
chuk1271,chuk1272,kory1247,jkor1234,,,,,,,,,,,,,,,,,,,,kory1246
atla1278,volt1241,benu1247,benu1248,taro1265,yang1302,taro1266,,,,,,,,,,,,,,,,,taro1263
aust1307,mala1545,grea1284,mano1276,cent2255,east2778,west2829,west2554,,,,,,,,,,,,,,,,ilia1236
tupi1275,mund1329,,,,,,,,,,,,,,,,,,,,,,mund1330
dizo1235,,,,,,,,,,,,,,,,,,,,,,,dizi1235
rash1249,,,,,,,,,,,,,,,,,,,,,,,tega1236
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,bant1295,grea1288,ndas1239,,,,,,,,,,,,,,,osam1235
aust1305,khas1273,pala1352,east2331,angk1246,sout3232,,,,,,,,,,,,,,,,,,huuu1240
atla1278,volt1241,nort3149,senu1239,sout3153,tagb1262,,,,,,,,,,,,,,,,,,tagw1240
sali1255,coas1325,cent2129,,,,,,,,,,,,,,,,,,,,,twan1247
aust1305,asli1243,cent1987,seno1278,,,,,,,,,,,,,,,,,,,,sema1266
aust1307,mala1545,cele1242,grea1299,east2488,sout2928,bung1268,east2489,east2490,,,,,,,,,,,,,,,kuli1254
aust1307,mala1545,nort3253,saba1285,sout3154,grea1293,dusu1277,rung1260,dump1244,,,,,,,,,,,,,,,labu1249
aust1307,mala1545,bili1253,,,,,,,,,,,,,,,,,,,,,tiru1241
surm1244,,,,,,,,,,,,,,,,,,,,,,,maja1242
sino1245,macr1268,tani1259,prew1234,west2797,suba1255,bang1372,,,,,,,,,,,,,,,,,tagi1241
afro1255,cush1243,east2699,lowl1267,sout3055,main1283,omot1245,east2653,daba1261,,,,,,,,,,,,,,,tunn1238
coch1271,,,,,,,,,,,,,,,,,,,,,,,coch1272
aust1305,mang1377,boly1240,,,,,,,,,,,,,,,,,,,,,buga1247
mand1469,west2780,samo1308,duun1243,duun1244,samo1309,duun1245,,,,,,,,,,,,,,,,,dzuu1241
nucl1710,,,,,,,,,,,,,,,,,,,,,,,kara1500
sino1245,kare1337,sout1554,sgaw1244,,,,,,,,,,,,,,,,,,,,sgaw1245
abkh1242,circ1239,,,,,,,,,,,,,,,,,,,,,,kaba1278
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,njil1234,sout3233,chok1246,chok1244,ngan1306,,,,,,,,,,,,luch1239
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,vanu1245,,,,,,,,,,,,,,,emae1237
aust1307,mala1545,east2712,ocea1241,sout2853,mala1485,mala1540,sanc1243,,,,,,,,,,,,,,,,aros1241
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,bant1295,bafi1244,nucl1740,lefa1243,,,,,,,,,,,,,,bafi1243
cent2225,sara1341,moro1282,moro1293,lori1239,,,,,,,,,,,,,,,,,,,jurm1239
sali1297,,,,,,,,,,,,,,,,,,,,,,,sali1298
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,rive1266,ngir1248,ngir1252,ngir1253,loba1240,,,,,,,,,,,loba1239
saha1239,,,,,,,,,,,,,,,,,,,,,,,nezp1238
tupi1275,mond1266,,,,,,,,,,,,,,,,,,,,,,suru1262
aust1305,katu1271,katu1272,nucl1297,,,,,,,,,,,,,,,,,,,,east1236
araw1281,sout3131,boli1260,,,,,,,,,,,,,,,,,,,,,baur1253
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,newg1239,west2857,simb1260,,,,,,,,,,,,simb1256
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,peri1258,cent2070,west2850,nucl1506,,,,,,,,,,,,,,lala1268
kamu1264,,,,,,,,,,,,,,,,,,,,,,,kamu1260
nucl1710,jeee1236,jece1235,,,,,,,,,,,,,,,,,,,,,xere1240
araw1281,cent2226,xing1249,waur1246,waur1245,,,,,,,,,,,,,,,,,,,waur1244
algi1248,algo1256,algo1257,cree1271,,,,,,,,,,,,,,,,,,,,mont1268
quec1387,quec1386,cent2141,apam1237,,,,,,,,,,,,,,,,,,,,hual1241
drav1251,sout3133,sout3138,tami1291,bada1263,,,,,,,,,,,,,,,,,,,bada1257
afro1255,chad1250,bium1280,nort3156,lama1287,,,,,,,,,,,,,,,,,,,lama1288
cent2225,mang1393,mang1424,,,,,,,,,,,,,,,,,,,,,asoa1238
pama1250,karn1253,cent2016,west2438,yand1252,,,,,,,,,,,,,,,,,,,yand1253
atla1278,volt1241,nort3149,gura1261,cent2243,nort2777,bwam1248,otiv1239,nucl1743,gurm1247,gurm1248,gurm1249,gurm1250,gour1248,moba1243,,,,,,,,,moba1244
afro1255,chad1250,bium1280,nort3156,marg1267,mofu1249,toko1243,,,,,,,,,,,,,,,,,molo1266
nort2923,nort2924,tern1246,,,,,,,,,,,,,,,,,,,,,tido1248
utoa1244,nort2953,cali1246,,,,,,,,,,,,,,,,,,,,,tuba1278
indo1319,clas1257,arme1241,east2768,,,,,,,,,,,,,,,,,,,,homs1234
atha1245,atha1246,atha1247,cent2371,tana1299,tana1298,uppe1472,,,,,,,,,,,,,,,,,uppe1437
sino1245,hima1249,maha1306,kira1253,west2424,nort2730,,,,,,,,,,,,,,,,,,wayu1241
atla1278,nort3146,peul1234,fula1264,,,,,,,,,,,,,,,,,,,,maas1239
aust1307,mala1545,timo1265,rote1234,west2955,deng1254,uabm1238,nort3357,,,,,,,,,,,,,,,,baik1238
afro1255,chad1250,bium1280,nort3156,marg1267,bura1296,bura1297,,,,,,,,,,,,,,,,,bura1292
afro1255,semi1276,west2786,cent2236,nort3165,aram1259,impe1236,midd1367,east2680,cent2217,turo1240,,,,,,,,,,,,,mlah1239
quec1387,quec1388,chin1494,quec1389,colo1257,ecua1249,imba1241,colo1258,,,,,,,,,,,,,,,,inga1252
aust1307,mala1545,nort3238,,,,,,,,,,,,,,,,,,,,,arta1239
chib1249,core1252,magd1236,sout3015,tune1260,,,,,,,,,,,,,,,,,,,cent2150
tara1323,,,,,,,,,,,,,,,,,,,,,,,pure1242
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,peri1258,cent2070,west2850,nucl1506,,,,,,,,,,,,,,meke1243
atla1278,volt1241,kwav1236,gbee1241,west2802,ewei1234,,,,,,,,,,,,,,,,,,ewee1241
pama1250,pama1251,alay1234,kunj1248,,,,,,,,,,,,,,,,,,,,kunj1245
taik1256,hlai1238,nucl1241,,,,,,,,,,,,,,,,,,,,,hlai1239
sino1245,burm1265,lolo1265,lolo1267,nili1235,sout3212,niso1234,nucl1739,nasu1236,nesu1234,nesu1235,,,,,,,,,,,,,wusa1235
otom1299,east2557,popo1292,popo1293,ixca1247,choc1278,popo1294,,,,,,,,,,,,,,,,,sanm1301
ural1272,finn1317,coas1319,neva1234,nort3282,lado1234,,,,,,,,,,,,,,,,,,ingr1248
indo1319,clas1257,ital1284,lati1262,lati1263,impe1234,roma1334,sout3158,sard1256,sard1257,,,,,,,,,,,,,,logu1236
taik1256,kamt1241,daic1238,daic1237,cent2251,wenm1239,sapa1255,sout3184,sout2743,shan1276,nort2739,,,,,,,,,,,,,shan1277
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,,,,,,,,,,,,,,,,siar1238
sino1245,sini1245,clas1255,midd1354,,,,,,,,,,,,,,,,,,,,hakk1236
sino1245,brah1260,jing1259,sakk1239,,,,,,,,,,,,,,,,,,,,chak1270
sino1245,brah1260,jing1259,sakk1239,chak1277,,,,,,,,,,,,,,,,,,,kado1242
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,grea1289,grea1291,luyi1234,saam1284,saam1285,cent2288,kaba1294,,,,,,,,,east2409
indo1319,clas1257,indo1320,iran1269,saka1303,saka1298,,,,,,,,,,,,,,,,,,khot1251
afro1255,semi1276,west2786,cent2236,arab1394,arab1395,nort3191,malt1259,,,,,,,,,,,,,,,,malt1254
mong1349,mong1329,sout2705,shir1260,baoa1237,,,,,,,,,,,,,,,,,,,bona1250
afro1255,chad1250,bium1280,nort3156,marg1267,mand1472,wand1280,wand1281,,,,,,,,,,,,,,,,wand1278
,,,,,,,,,,,,,,,,,,,,,,,klam1254
aust1307,,,,,,,,,,,,,,,,,,,,,,,ruka1240
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,peri1258,cent2070,west2850,nucl1506,,,,,,,,,,,,,,waim1251
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,huon1245,mark1257,lowe1411,busu1245,muso1239,,,,,,,,,,,,,muso1238
utoa1244,sout3136,cora1261,azte1234,west2809,west2814,west2825,,,,,,,,,,,,,,,,,mich1245
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,ambr1240,,,,,,,,,,,,,,,,,lonw1238
nort2923,nort2924,main1282,gale1261,,,,,,,,,,,,,,,,,,,,gale1259
ural1272,saam1281,east2324,main1280,,,,,,,,,,,,,,,,,,,,skol1241
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,bant1295,basa1292,yaun1239,,,,,,,,,,,,,,,eton1253
drav1251,sout3133,sout3138,tami1291,tami1292,tami1293,tami1294,tami1297,tami1298,mala1541,,,,,,,,,,,,,,kani1275
atla1278,volt1241,benu1247,juku1257,cent2241,juku1258,juku1259,jibu1240,jibu1241,,,,,,,,,,,,,,,juku1254
aust1307,nort2899,,,,,,,,,,,,,,,,,,,,,,sais1237
chib1249,core1252,magd1236,sout3015,chib1269,,,,,,,,,,,,,,,,,,,chib1270
aust1307,mala1545,nort3238,meso1254,sout3211,cent2296,kali1310,kali1311,cent2282,sout3203,sout3207,,,,,,,,,,,,,lowe1412
nucl1709,cent2116,awyu1265,okok1235,okkk1242,lowl1259,divi1234,,,,,,,,,,,,,,,,,yong1280
atla1278,volt1241,benu1247,benu1248,west2801,nort3184,hyam1246,,,,,,,,,,,,,,,,,hyam1245
,,,,,,,,,,,,,,,,,,,,,,,kolp1236
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,nort3246,solo1260,cent2298,east2449,east2895,fare1245,,,,,,,,,,rapa1244
,,,,,,,,,,,,,,,,,,,,,,,laal1242
,,,,,,,,,,,,,,,,,,,,,,,wage1238
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,corr1234,mboz1235,mwik1240,fipa1240,,,,,,,,,,,,,fipa1238
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,inne1246,kele1261,kele1263,sopo1239,sole1244,lebo1246,nyal1255,vanu1247,,,,,,,,nyal1250
aust1307,mala1545,sang1335,sout3155,,,,,,,,,,,,,,,,,,,,rata1244
atla1278,volt1241,nort3149,came1255,uban1244,band1341,nucl1797,cent2021,cent2022,mids1242,,,,,,,,,,,,,,mono1270
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,,,,,,,,,,,,,,,,renn1242
sino1245,sini1245,clas1255,midd1354,nort3155,mand1471,,,,,,,,,,,,,,,,,,wutu1241
atla1278,volt1241,nort3149,buak1234,adam1257,goul1243,uncl1499,,,,,,,,,,,,,,,,,bolg1251
afro1255,chad1250,bium1280,sout3145,bium1271,gude1247,gude1248,fali1290,,,,,,,,,,,,,,,,gude1246
nucl1709,fini1244,fini1245,uruw1240,,,,,,,,,,,,,,,,,,,,nukn1238
aust1307,mala1545,land1261,bida1239,bida1237,sado1238,,,,,,,,,,,,,,,,,,reja1240
sign1238,deaf1237,jsli1234,,,,,,,,,,,,,,,,,,,,,japa1238
gong1255,omet1238,nort3161,cent2046,,,,,,,,,,,,,,,,,,,,melo1242
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,epie1239,epii1237,lame1259,,,,,,,,,,,,,,,lewo1242
aust1307,mala1545,grea1284,cent2246,bisa1268,,,,,,,,,,,,,,,,,,,bant1288
pama1250,sout3135,nort3154,gumb1242,,,,,,,,,,,,,,,,,,,,kumb1268
algi1248,algo1256,algo1257,cree1271,cree1272,plai1264,,,,,,,,,,,,,,,,,,plai1258
iroq1247,nort2947,,,,,,,,,,,,,,,,,,,,,,cayu1261
aust1305,khas1273,khas1268,,,,,,,,,,,,,,,,,,,,,warj1242
paho1240,,,,,,,,,,,,,,,,,,,,,,,agob1244
afro1255,chad1250,west2785,west2790,west2712,nucl1830,warj1254,,,,,,,,,,,,,,,,,miya1266
afro1255,semi1276,west2786,cent2236,nort3165,aram1259,impe1236,midd1367,east2680,cent2217,nort3241,tran1290,,,,,,,,,,,,hula1244
indo1319,clas1257,indo1320,iran1269,sout3157,midd1352,mode1259,,,,,,,,,,,,,,,,,kumz1235
pama1250,nyaw1248,,,,,,,,,,,,,,,,,,,,,,nyaw1247
sino1245,kuki1245,karb1240,,,,,,,,,,,,,,,,,,,,,karb1241
aust1307,tsou1250,kana1292,,,,,,,,,,,,,,,,,,,,,kana1286
sino1245,burm1265,lolo1265,lolo1267,nili1235,liso1234,lipo1243,unun9959,,,,,,,,,,,,,,,,hler1235
atla1278,volt1241,nort3149,came1255,uban1244,band1341,nucl1797,cent2021,cent2022,mids1242,,,,,,,,,,,,,,gobu1238
nucl1709,fini1244,fini1245,gusa1245,ufim1241,,,,,,,,,,,,,,,,,,,rawa1267
afro1255,chad1250,bium1280,sout3145,bium1274,buwa1244,,,,,,,,,,,,,,,,,,buwa1243
cari1283,guia1242,maqu1239,,,,,,,,,,,,,,,,,,,,,maqu1238
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,bant1295,sawa1251,beng1289,,,,,,,,,,,,,,,beng1282
kera1258,east2864,,,,,,,,,,,,,,,,,,,,,,apma1241
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,njil1234,sout3233,kune1234,cimb1239,ndon1253,,,,,,,,,,,,mbal1255
maya1287,core1254,quic1274,grea1276,core1251,quic1275,,,,,,,,,,,,,,,,,,achi1256
cent2225,sara1341,,,,,,,,,,,,,,,,,,,,,,bong1285
sino1245,kare1337,cent1999,kaya1337,kaya1317,,,,,,,,,,,,,,,,,,,east2342
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,labe1241,,,,,,,,,,,,,,,labe1239
koia1260,bara1376,bara1377,,,,,,,,,,,,,,,,,,,,,nucl1630
yano1268,nina1239,yano1266,yano1267,,,,,,,,,,,,,,,,,,,,yano1261
aust1307,mala1545,east2712,ocea1241,sout2853,guad1241,sout2854,,,,,,,,,,,,,,,,,tali1259
aust1307,mala1545,bata1315,,,,,,,,,,,,,,,,,,,,,ibat1238
aust1305,mund1335,nort3151,kher1245,sant1457,,,,,,,,,,,,,,,,,,,sant1410
aust1307,mala1545,nunu1252,thre1238,amal1243,,,,,,,,,,,,,,,,,,,yala1266
amto1249,,,,,,,,,,,,,,,,,,,,,,,siaw1243
aust1307,mala1545,timo1265,sout3382,teun1242,,,,,,,,,,,,,,,,,,,teun1241
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,west2968,nzad1235,lwer1234,ding1244,loan1238,klce1234,kiko1235,nucl1804,yaka1278,,,,,,,,yaka1269
uruc1242,,,,,,,,,,,,,,,,,,,,,,,uruu1244
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,viti1243,,,,,,,,,,,,,,,,sioo1240
nucl1709,bina1276,bina1279,nort2909,,,,,,,,,,,,,,,,,,,,suen1241
nucl1709,fini1244,fini1245,erap1240,sauk1253,,,,,,,,,,,,,,,,,,,sauk1252
aust1307,mala1545,mala1536,nort3170,mala1538,west2821,,,,,,,,,,,,,,,,,,kend1254
nakh1245,dagh1238,avar1255,andi1254,botl1243,,,,,,,,,,,,,,,,,,,ghod1238
,,,,,,,,,,,,,,,,,,,,,,,fuln1247
pama1250,aran1266,thur1253,core1260,nort2752,,,,,,,,,,,,,,,,,,,adny1235
aust1307,mala1545,timo1265,sout3382,luan1261,kisa1265,,,,,,,,,,,,,,,,,,kisa1266
aust1307,mala1545,grea1284,cent2246,bisa1268,cent2263,peri1261,capi1240,,,,,,,,,,,,,,,,hili1240
tung1282,east2366,orok1264,ulch1242,,,,,,,,,,,,,,,,,,,,ulch1241
aust1307,mala1545,cent2080,samb1319,abel1234,,,,,,,,,,,,,,,,,,,boto1242
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,rufi1235,rufi1236,matu1263,,,,,,,,,,,,,,matu1259
atla1278,volt1241,kwav1236,gbee1241,east2711,fong1244,,,,,,,,,,,,,,,,,,fonn1241
aust1307,mala1545,tani1260,keit1238,keif1237,,,,,,,,,,,,,,,,,,,ford1242
nilo1247,west2493,lwoo1234,nort2814,,,,,,,,,,,,,,,,,,,,anua1242
cent2225,sara1341,moro1282,,,,,,,,,,,,,,,,,,,,,baka1274
araw1281,sout3131,puru1269,puru1265,yine1239,piro1249,,,,,,,,,,,,,,,,,,yine1238
aust1307,mala1545,nort2829,toba1265,nort2831,,,,,,,,,,,,,,,,,,,bata1292
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,midl1245,shau1239,indo1322,roma1329,,,,,,,,,,,,,,balk1252
nucl1710,jeee1236,jese1235,core1264,,,,,,,,,,,,,,,,,,,,kaya1330
piaw1238,,,,,,,,,,,,,,,,,,,,,,,pina1252
atla1278,volt1241,benu1247,bant1294,sout3152,wide1239,narr1282,mbam1249,sout3350,ngem1254,mank1258,,,,,,,,,,,,,bamb1266
pano1259,pano1256,mayo1277,mayo1269,mats1243,,,,,,,,,,,,,,,,,,,mats1244
aust1305,khmu1236,phay1242,pram1235,,,,,,,,,,,,,,,,,,,,phon1246
pama1250,pama1251,comp1236,wika1239,kuku1276,kuku1277,mung1276,mung1277,,,,,,,,,,,,,,,,wikm1247
araw1281,cent2226,pare1273,,,,,,,,,,,,,,,,,,,,,pare1272
piaw1238,,,,,,,,,,,,,,,,,,,,,,,haru1245
turk1311,comm1245,nort2688,,,,,,,,,,,,,,,,,,,,,yaku1245
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,indo1323,oriy1254,gaud1237,gaud1238,sout3182,,,,,,,,,,,,,chak1266
indo1319,clas1257,germ1287,nort3152,west2793,nort3175,angl1264,angl1265,late1254,merc1242,macr1271,guin1259,cari1284,west2854,misk1243,beli1261,,,,,,,,beli1260
indo1319,clas1257,indo1320,indo1321,,,,,,,,,,,,,,,,,,,,kala1372
,,,,,,,,,,,,,,,,,,,,,,,shab1252
,,,,,,,,,,,,,,,,,,,,,,,puqu1242
drav1251,sout3133,sout3138,tami1291,tami1292,tami1293,tami1294,tami1297,tami1298,mala1541,ravu1238,,,,,,,,,,,,,ravu1237
aust1307,mala1545,bili1253,tbol1241,blaa1241,,,,,,,,,,,,,,,,,,,sara1326
sino1245,bodi1256,kaik1248,ghal1247,tama1367,guru1260,thak1244,,,,,,,,,,,,,,,,,thak1245
afro1255,semi1276,west2786,cent2236,nort3165,aram1259,impe1236,midd1367,east2680,cent2217,boht1239,,,,,,,,,,,,,boht1238
dizo1235,,,,,,,,,,,,,,,,,,,,,,,shek1245
atla1278,nort3146,peul1234,fula1264,fula1265,,,,,,,,,,,,,,,,,,,nige1253
tung1282,nort3147,west2427,,,,,,,,,,,,,,,,,,,,,even1259
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,kili1269,chag1248,,,,,,,,,,,,,,gwen1239
chib1249,core1252,isth1243,east2569,guay1266,,,,,,,,,,,,,,,,,,,bugl1243
aust1307,mala1545,cele1242,grea1299,east2488,sout2928,bung1268,west2566,west2567,,,,,,,,,,,,,,,tola1247
sino1245,bodi1256,bodi1257,oldm1245,tibe1276,nort3398,,,,,,,,,,,,,,,,,,amdo1237
indo1319,clas1257,indo1320,iran1269,cent2317,cent2318,nort3177,casp1236,gila1242,,,,,,,,,,,,,,,gila1241
maya1287,core1254,yuca1252,mopa1242,,,,,,,,,,,,,,,,,,,,mopa1243
nucl1709,enga1254,kewa1249,anga1291,anga1313,kewa1250,sout3252,,,,,,,,,,,,,,,,,east2516
indo1319,clas1257,germ1287,nort3152,west2793,nort3175,angl1264,angl1265,late1254,merc1242,macr1271,paci1280,earl1243,,,,,,,,,,,piji1239
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,viti1243,kora1297,,,,,,,,,,,,,,,karn1252
aust1305,asli1243,cent1987,nort2682,mani1290,menr1235,,,,,,,,,,,,,,,,,,jede1239
aust1307,mala1545,east2712,sout3229,,,,,,,,,,,,,,,,,,,,waro1242
pama1250,sout3134,pilb1234,ngay1241,cent2248,pany1247,,,,,,,,,,,,,,,,,,pany1241
sino1245,kuki1245,kuki1246,peri1260,nort3179,thad1239,,,,,,,,,,,,,,,,,,thad1238
atla1278,volt1241,benu1247,,,,,,,,,,,,,,,,,,,,,gade1242
otom1299,east2557,amuz1253,mixt1422,mixt1423,mixt1427,,,,,,,,,,,,,,,,,,tezo1238
skoo1245,,,,,,,,,,,,,,,,,,,,,,,kris1246
sino1245,kuki1245,kuki1246,peri1260,nort3179,siza1239,,,,,,,,,,,,,,,,,,simt1238
yano1268,nina1239,yano1266,yano1267,,,,,,,,,,,,,,,,,,,,yano1262
hmon1336,hmon1337,nucl1714,jion1235,hone1239,,,,,,,,,,,,,,,,,,,shee1238
pama1250,sout3135,vict1234,east2706,,,,,,,,,,,,,,,,,,,,yort1237
sino1245,sini1245,clas1255,midd1354,wuhu1234,,,,,,,,,,,,,,,,,,,huiz1242
,,,,,,,,,,,,,,,,,,,,,,,moch1259
siou1252,cata1285,,,,,,,,,,,,,,,,,,,,,,cata1286
